Student_ID,Age,Gender,Ethnicity,Socioeconomic_Status,Parental_Education_Level,Disability_Status,GPA,Past_Academic_Performance,Current_Semester_Performance,Courses_Failed,Credits_Completed,Study_Hours_per_Week,Attendance_Rate,Number_of_Late_Submissions,Class_Participation_Score,Online_Learning_Hours,Library_Usage_Hours,Disciplinary_Actions,Social_Engagement_Score,Mental_Health_Score,Extracurricular_Activities,Dropout_Risk
246,22,Female,Hispanic,Medium,High School,1,2.23,Below Average,71,1,61,36,78.65139801158608,3,5.765639634226068,15.35420103115019,1.8306534304471906,2,2.1693318018241947,1.597160547891828,0,0
247,21,Male,Other,Medium,Bachelor’s,0,2.24,Average,65,2,35,18,51.188835115094314,9,6.85472585045341,17.911429581661523,1.1810005239522248,1,0.8492033902321416,1.4039957041937932,2,0
248,19,Female,Other,High,Bachelor’s,0,2.39,Average,78,2,35,7,69.84559619933476,2,1.2039996668128794,7.090884125286562,10.200920936219342,0,6.207108637359489,8.40390655319583,1,0
249,23,Male,Black,Low,High School,0,2.91,Average,65,4,28,5,65.16849727860063,0,1.2278990190422334,19.02954505705187,6.107475931336804,1,8.820854788715684,8.530638129504272,2,0
250,23,Female,Black,Low,Master’s,0,2.13,Average,61,3,18,30,85.71741377011023,6,5.653026914604505,12.745596202461751,10.893386878054155,2,3.513928888445126,7.540300757660704,2,0
251,28,Male,Other,Medium,Master’s,0,3.79,Average,66,4,70,28,52.77893364739676,4,2.7009575228364557,15.754037653978957,1.6508730065643222,1,5.526685361929773,4.174705112653829,1,0
252,18,Other,Other,High,Master’s,0,2.16,Above Average,86,1,29,39,74.43656344886438,9,3.923991022411144,13.995380869628766,9.147983218516435,0,6.421337952941157,8.39129004899958,4,0
253,26,Female,Hispanic,Low,Bachelor’s,0,3.74,Above Average,76,1,115,18,78.95571349378027,6,4.007484476475779,4.111434506968132,6.649601900546107,0,4.1465017779520394,5.857970682185938,4,0
254,29,Male,White,Low,High School,0,1.76,Average,74,4,118,7,80.86455380263088,0,1.7855285928491638,1.4287676601765664,0.8699798168554285,1,9.033478503660582,3.7387924883193095,2,0
255,28,Female,Black,Low,High School,0,3.14,Average,62,3,59,17,70.25788360084704,7,0.013146334306264329,14.525729280362405,8.172029674139653,2,3.6275516120117657,4.935490922029514,2,0
256,23,Other,White,Low,PhD,0,3.77,Above Average,57,4,89,18,65.21838917147755,2,8.531518099690073,10.221053355891529,1.2420641207181866,2,1.2501082008984366,1.591909928511181,3,0
257,20,Male,Hispanic,Medium,High School,0,1.92,Below Average,54,1,90,25,84.12465168685745,6,7.150019688976883,14.044267368166492,12.415796216865122,1,1.4402035805169955,9.504178180749223,4,0
258,21,Male,Other,Medium,Bachelor’s,0,3.92,Below Average,61,3,31,30,92.37845240512475,2,6.905385581155655,9.536856078309196,9.479361980850433,0,8.908576145077127,6.572047756166561,1,0
259,29,Female,White,Medium,Bachelor’s,0,2.63,Average,90,1,22,7,84.68088188914393,2,5.465051381133197,6.24469040833008,8.354513006406727,0,9.880080428479598,7.581107304375156,2,0
260,28,Female,Other,Medium,Bachelor’s,0,3.86,Above Average,52,3,21,8,96.60511827286108,9,7.009696545781204,5.700358185191366,2.0020350670448854,0,2.8893785057171693,7.08925033377889,2,0
261,21,Female,Other,Low,PhD,0,3.19,Above Average,84,3,19,5,85.86317626789636,8,9.356883775476257,14.610642617399884,4.311856702561244,0,1.4360272565471144,7.009749860688826,3,0
262,20,Female,Asian,Low,High School,0,2.25,Average,82,4,74,37,88.23093670068091,1,6.656737362292912,5.535601629315494,7.39313845702949,2,4.822122817562095,1.1553488694751608,3,0
263,27,Male,White,Medium,High School,0,1.97,Below Average,71,4,105,11,58.39515983010445,3,2.6509140192744995,14.293537418508418,9.499252704595321,0,7.095280635765979,5.72834151806362,3,0
264,20,Male,White,High,High School,1,2.26,Average,99,4,39,15,70.9769822263356,5,5.70560051740898,7.67920252634757,2.7484607811323336,1,6.12402908102972,8.395392057629806,0,0
265,20,Female,Other,High,Bachelor’s,0,1.73,Below Average,93,3,17,31,74.25276654779826,2,4.423244033662101,15.41796808637605,0.13299417200435093,1,9.511081820826126,1.4006696627043995,1,0
266,21,Male,Hispanic,Low,High School,1,1.86,Below Average,58,3,30,18,62.81465811473038,9,5.564191311121495,2.856198515653392,5.171402809039433,1,8.17777883971628,9.605491154994436,0,0
267,24,Male,Asian,High,High School,0,1.76,Average,90,1,31,26,76.4269930178144,9,5.176104774128251,4.099598864086911,7.243071818343654,1,8.68972165064002,4.817437147053902,2,0
268,21,Female,Other,Medium,Master’s,0,2.56,Below Average,67,2,27,20,64.53959721109237,6,8.587752852284648,13.718232114403271,2.766502583952046,0,5.416671588490702,3.609059428462341,3,0
269,26,Female,Black,Medium,Master’s,0,3.49,Above Average,99,4,75,16,84.3751046402208,6,6.518001033810671,11.204622403965253,7.382482587828087,2,3.2727519333145008,5.7863922547774855,3,0
270,18,Female,Black,Medium,High School,0,1.85,Average,78,1,57,14,73.5144238351588,4,1.8875847793410394,4.077566852431984,5.077287878539031,0,7.017360104605791,8.210927690587326,3,0
271,25,Female,Asian,Medium,High School,0,1.83,Average,88,1,53,28,72.94034771345179,2,0.6301677887537083,18.056540234536435,6.826344991596117,2,4.390530399513951,5.272795555917738,4,0
272,24,Female,Hispanic,Medium,Master’s,0,3.11,Below Average,76,0,18,22,99.18212655164058,1,4.243637886813469,5.518882948252926,5.211866258678909,0,2.8775424056232457,6.805951089277526,1,0
273,19,Female,Other,Low,High School,1,1.99,Average,85,4,76,26,69.62224242712853,3,0.15610622257729245,8.421427963872677,9.427017746802003,2,1.5227068567229751,5.499229490801739,0,0
274,25,Female,White,Low,High School,0,1.74,Below Average,94,1,63,13,68.11477162947841,3,3.182973858333357,4.045758837450759,0.6434551649035752,1,5.278742078895624,6.681450309770432,1,0
275,18,Male,Asian,Low,High School,0,1.92,Above Average,66,0,35,21,65.93021856413272,7,3.6802146943922565,7.760552366830284,2.5635793491641037,1,5.942535671999187,2.242278236769729,3,0
276,28,Male,Hispanic,Medium,Bachelor’s,0,3.81,Above Average,83,4,94,17,94.7374610487899,7,3.7558887400992393,9.832935002229483,6.491263036664994,2,5.68785682654175,1.3479704756028994,2,0
277,29,Female,White,Medium,High School,0,3.55,Average,95,3,103,10,74.83619130490891,4,9.793500243238928,5.904941090258382,5.344450733277851,2,1.1654836343355401,2.232112651276535,4,0
278,26,Female,Black,Medium,PhD,0,2.39,Below Average,52,0,101,25,80.00072387403178,5,3.0390087697246826,15.381873463929667,5.874479339307256,2,5.699873195387432,3.572543301975359,1,0
279,26,Male,Black,Low,Bachelor’s,0,3.14,Above Average,54,3,109,11,59.04092395011975,7,2.652274953786212,7.878659572924942,12.056410423207197,1,1.6841410680514102,3.2802045620329614,2,0
280,19,Male,White,High,Bachelor’s,1,2.84,Average,63,2,35,29,77.04711800024634,0,1.2938093106754123,14.590199999175342,13.294974873710485,1,6.63714165451469,6.536578146945822,3,0
281,24,Male,Asian,High,High School,0,3.19,Below Average,52,2,43,15,63.73240964342442,4,5.110088356826128,4.141443507804867,3.7300317524635505,0,4.293839966655334,5.103004817208168,3,0
282,27,Male,Black,Medium,Bachelor’s,0,3.21,Average,72,2,17,18,86.53184606314387,3,1.5367430621362066,7.540709935863575,12.545865904294583,2,8.487885877391555,1.3493078292416232,3,0
283,20,Female,Other,High,Bachelor’s,0,3.07,Above Average,88,2,19,33,91.6264174396191,3,6.162947127307845,0.1611657779107034,6.881847979355367,2,7.782657447937788,1.3137931568532302,3,0
284,24,Male,White,Medium,Bachelor’s,0,2.17,Below Average,79,1,57,14,85.74053460656387,1,1.5515977893834954,15.172751678274235,4.107309289293312,2,7.2438205151663375,1.8152920190859918,4,0
285,29,Female,White,High,Bachelor’s,0,1.6,Below Average,99,2,64,9,86.51220831351287,9,5.766733177592012,12.517732886609682,14.781841065070175,1,7.007370993343023,4.177730416607794,4,0
286,27,Female,Black,Low,Bachelor’s,0,2.64,Above Average,94,1,116,12,75.62373520597585,0,8.262692391746263,16.356466498409123,12.37202687151251,2,5.60488039478102,1.055646558673565,1,0
287,26,Female,Asian,Medium,Master’s,0,3.73,Below Average,72,1,63,9,85.60590281670676,5,0.42524633519092636,9.112215762054266,14.913799786298041,2,0.6111357612834434,5.445885388871264,3,0
288,21,Female,Other,Low,Master’s,0,2.92,Below Average,76,4,87,28,71.134346775408,6,4.1974697491820585,15.994812874256784,2.5228617664238193,1,6.55489623533001,4.246026978783725,4,0
289,29,Male,Asian,Low,Bachelor’s,0,3.58,Average,59,1,49,30,82.57445767648065,4,4.610489672188355,12.951650885419568,2.15764010921788,2,4.669221775637152,5.998971721967437,2,0
290,18,Female,Hispanic,Low,High School,1,3.98,Above Average,74,1,24,10,62.951960506025735,7,7.910721434781124,0.07225865068477333,7.550669294163589,0,4.69554713993533,7.487427052745208,4,0
291,19,Male,Hispanic,Medium,High School,0,1.91,Average,62,2,90,20,53.48785061560051,8,4.679156319455442,5.073885901770239,9.579656400518308,1,3.790221954662697,3.2587553393186894,4,0
292,18,Male,Black,Medium,High School,0,3.23,Above Average,65,1,27,16,70.67366320609842,1,5.6753578645632015,9.87782704412496,2.565901388000275,1,9.290709148417106,2.4137528286601873,1,0
293,29,Female,Black,Medium,Bachelor’s,0,3.19,Average,90,3,105,15,73.0889077890245,3,7.912042535880711,12.373746994239426,12.90646002132814,1,2.4945126695243234,3.502482003670488,4,0
294,22,Male,Black,Low,Bachelor’s,0,3.95,Below Average,83,2,111,7,62.8203579094345,8,5.597584929292907,1.311817293292743,7.98020217995045,0,3.1659445340977967,1.0158686375671495,2,0
295,22,Male,Hispanic,High,Bachelor’s,0,3.96,Above Average,86,0,32,10,86.38547592036188,4,3.5829941351958237,14.101598563675834,6.164127498309712,1,9.630407827356226,2.0801165997320266,3,0
296,28,Female,Asian,Medium,Master’s,0,3.22,Average,71,2,71,23,53.677523948813956,2,0.8584227762058227,10.870721952945196,9.030805093905677,1,8.10153735276698,7.757473273177009,0,0
297,24,Male,Asian,Medium,Master’s,0,2.11,Below Average,66,1,55,22,61.13741621895943,5,7.299156295125776,10.515586136365712,9.524305694584339,1,0.14086412162869988,3.005261581602566,1,0
298,26,Female,Black,Medium,Master’s,0,3.5,Average,72,3,96,20,87.42823592268134,2,8.71138150162155,5.840911161958302,0.641749214756912,1,9.061075998618739,9.948696704236347,2,0
299,26,Male,Other,Low,High School,0,1.77,Average,85,2,108,27,71.85621368700062,4,9.70064537020164,11.896461989811538,14.99839000057574,0,2.2664729883307033,2.5104836922832825,1,0
300,20,Female,Asian,Medium,Bachelor’s,0,3.45,Below Average,98,3,48,13,85.26418120196561,2,9.265998807715683,0.5498577926354931,5.458793652067133,2,7.059325391660635,8.098945440089441,3,0
301,20,Female,Hispanic,High,High School,0,3.78,Below Average,58,0,24,7,78.37429388917981,5,7.9741790883324875,1.2940066100797698,0.9231397036484429,2,5.530731073672155,7.3454002464298105,4,0
302,20,Female,White,Low,High School,0,2.46,Average,51,0,62,12,97.53563749986813,9,6.434719322457282,14.67740174425683,12.784847621632728,1,5.36811883602784,3.8991892853467687,4,0
303,21,Female,White,Medium,High School,0,3.08,Above Average,81,4,97,8,79.88979163614165,4,7.814601458306384,6.4378268506792775,14.895280188184683,0,7.179213233927192,3.976652292093687,2,0
304,25,Male,White,High,High School,0,2.58,Average,99,4,73,16,50.74344871727598,8,4.3208371285206795,6.939341512489676,12.245377638241353,1,2.071814718944397,6.071964228703941,3,0
305,23,Female,Other,Medium,Bachelor’s,0,2.59,Above Average,71,2,72,35,67.6438675252167,2,5.94776214790835,4.167704065129037,12.778237347897687,2,1.5902513076642655,8.671366877343026,0,0
306,25,Male,Black,Low,Master’s,1,2.28,Below Average,92,4,101,29,57.15303411023538,5,3.486998091391852,8.912413841998642,9.389026713291763,2,6.51912606732952,4.47568249707518,0,0
307,18,Female,Hispanic,Low,High School,0,3.41,Below Average,62,3,89,20,96.23168387988517,7,3.2670921498038274,1.0398686282260061,13.834883673313993,0,2.9057922890466226,1.5506189282656588,4,0
308,25,Male,Other,Low,Bachelor’s,1,3.84,Below Average,57,4,25,18,55.20062271425402,6,7.566917732760338,6.007264471422273,0.5360782759120131,2,9.739502076577608,4.369772592120671,3,0
309,21,Female,Hispanic,Medium,Bachelor’s,0,3.85,Below Average,50,3,113,17,69.38533315655437,5,4.539327823035617,10.54247843555395,11.500857944313015,1,4.515118390746734,2.8658140591846726,3,0
310,28,Male,Hispanic,Medium,High School,0,1.94,Below Average,66,4,112,11,61.30495968133461,1,2.121612629310292,9.31263843118274,10.060653425011134,0,1.1159702000696525,9.452863153585156,2,0
311,18,Female,Black,Low,Bachelor’s,0,3.69,Average,61,4,79,16,92.33609951983667,6,2.0193816194186587,19.993392862460674,0.7437745578600335,2,6.858151661720447,7.275469117383528,0,0
312,25,Female,White,High,High School,1,3.34,Above Average,53,4,75,8,65.42832487944585,7,8.591723615699337,7.7752930423382,8.159603684647191,1,3.061592924661313,1.4574939779201377,2,0
313,21,Female,Black,Medium,Bachelor’s,0,2.13,Above Average,62,1,22,6,99.59467415713226,0,6.777604943626711,7.739981185086178,7.725905186368043,0,1.485874276214022,3.6368968353634576,1,0
314,23,Male,Other,Low,Bachelor’s,0,1.67,Below Average,80,1,117,39,51.93083028061255,8,5.460460733581158,10.071635548289207,10.37301337615465,1,4.2282336288992095,1.4519436842872624,3,0
315,25,Female,Other,Medium,High School,0,2.17,Above Average,90,4,56,7,56.41383862312829,3,4.009387359963594,3.8060622054245963,1.162971174137588,2,9.642222780872782,8.470150033373073,0,0
316,21,Male,Other,Medium,High School,0,3.78,Average,56,3,18,8,61.23193882145546,7,4.308173907871257,17.526088459183157,12.07918177992618,1,4.1143057638713,9.156667617164448,2,0
317,20,Male,Black,Low,Bachelor’s,0,3.08,Below Average,72,2,72,16,90.55530201000798,9,0.5743519419494381,11.44535577728897,2.0910516301725703,0,3.4733376573106343,2.0105164525516694,4,0
318,26,Male,Hispanic,Low,Master’s,0,3.3,Above Average,73,0,43,23,93.92586045320078,6,4.549101448678428,3.8421527839884484,6.27996920192809,1,4.445089620693041,4.962610414078265,1,0
319,20,Male,Hispanic,High,High School,0,2.14,Average,54,1,90,14,53.572569030471115,9,7.954549106220819,15.868831827442646,13.21932011252454,2,0.12115705599648363,9.386949536527833,2,0
320,26,Female,Asian,Medium,Bachelor’s,0,3.3,Below Average,54,4,100,5,51.62300708811382,6,3.8798648009532233,0.686643422857065,8.407974082432446,0,1.3310153859861407,2.306905180432035,4,0
321,19,Female,Other,Medium,Bachelor’s,0,1.57,Average,66,0,38,21,87.22784285522897,1,3.835812525432579,19.651284011708544,5.6938637063210145,0,8.496746181346078,3.627132315906834,0,0
322,19,Male,Hispanic,Medium,Master’s,0,2.44,Below Average,79,1,46,20,56.667600337680675,0,0.157165830192878,17.30298669542743,0.7230336306875518,2,9.780344120945138,3.7384718515539026,0,0
323,19,Male,Asian,Low,Master’s,0,3.07,Average,58,2,52,13,56.64992935373196,3,4.578352625580687,11.592789110680396,10.084102758025825,1,1.5794148560368138,1.2705248098179864,1,0
324,23,Male,Hispanic,Low,Bachelor’s,0,1.87,Average,55,3,95,13,51.11832672472146,1,0.2533765294796686,2.2259132551413296,14.79820147960176,1,5.355178183869084,1.3264591122099159,4,1
325,20,Male,Other,Medium,Bachelor’s,0,3.56,Above Average,74,4,73,13,52.490393879171094,7,5.703494280087611,4.305455465793429,13.676945981375743,2,9.663334338056437,9.575135443746216,3,0
326,26,Other,White,Low,Master’s,0,2.09,Below Average,68,2,33,16,63.183772929774456,9,5.067833815823141,5.588703406271263,10.75944116360142,0,1.5658137617896384,6.139833480876286,0,0
327,21,Male,Other,Low,High School,0,3.13,Average,65,1,80,19,53.25027447054032,6,8.40008498923999,4.82063475807222,1.5793928738391756,2,1.8630961750245023,3.759834892857561,3,0
328,18,Male,Black,High,High School,0,2.51,Average,70,4,43,6,68.44395458296378,7,5.817806109257212,9.950400209068915,3.5916014010059127,0,9.268163539283984,4.408071946359261,3,0
329,21,Male,Hispanic,High,High School,0,2.99,Average,51,0,57,15,91.63875156136746,5,3.2342735532221525,18.891207405342957,2.8027352917993054,0,7.056876464523825,7.433586359605218,2,0
330,18,Female,Hispanic,Medium,Master’s,0,1.77,Average,59,3,21,15,66.31601286607963,0,5.1623100941691415,8.88345169535621,5.33192460383468,1,1.5196668684216075,4.298654831991583,2,0
331,22,Other,Black,High,Master’s,0,1.54,Average,65,1,32,12,86.39170812896859,8,6.997063557499188,13.23129136346811,3.5327584168730324,2,3.9349267111860975,3.0498436278395946,0,0
332,21,Female,Black,Low,High School,0,3.77,Above Average,86,3,88,36,54.695498241551505,5,0.939637954103828,13.771664119576464,3.666591689575398,0,0.5626994421471054,1.9165360743981945,3,0
333,25,Female,White,High,Bachelor’s,0,2.17,Above Average,64,4,106,10,82.96875937097465,9,6.210740884704338,17.431614505089655,9.250949030631086,1,4.326715339176942,7.560397105462334,2,0
334,25,Female,Hispanic,Low,Bachelor’s,1,3.55,Above Average,62,2,22,24,65.83735916287175,0,9.166262819779792,0.6764257514303851,4.780539839420753,2,7.7790149448703705,2.6250851500770227,4,0
335,24,Male,Hispanic,High,High School,0,4.0,Above Average,62,3,96,39,87.4876439348519,0,2.9913029563124436,8.086601186950844,10.157443147087097,2,5.539720545861272,1.6268344293366783,4,0
336,20,Female,White,High,PhD,0,2.03,Average,81,0,111,12,56.8126007028191,7,6.266250948764123,15.694702281721986,14.218344887192707,0,6.474421218162031,4.842590009468292,4,0
337,18,Female,Asian,Medium,High School,0,2.16,Above Average,94,1,105,38,94.8941688882241,5,8.213294503502436,16.297340299308924,9.577168749198586,0,3.268201322002092,1.356138656302184,4,0
338,18,Female,White,High,High School,1,3.16,Average,96,0,54,23,62.128860144896834,7,5.118063974386241,18.546652303480226,11.274850158155568,0,1.61395917744793,9.684982525085982,3,0
339,29,Female,Other,Medium,Bachelor’s,0,3.91,Average,95,3,108,11,67.65688966405882,7,7.179795340203849,14.055887196360047,11.273706229242569,2,0.1311667577348441,6.645636708173558,4,0
340,28,Female,Hispanic,Low,Bachelor’s,0,3.79,Average,57,2,74,35,97.50903554090209,7,3.110103384892601,4.9030789220948705,4.960541825989665,0,8.213123443293455,2.374271294019047,3,0
341,20,Female,Black,Medium,High School,0,2.76,Average,92,2,56,22,78.92411798654294,9,3.0605845292514475,10.113314861687563,0.22436991890153246,2,6.366545593457879,2.5520867780361476,0,0
342,23,Other,Other,Medium,Bachelor’s,0,3.49,Below Average,67,0,67,18,68.2885759481511,6,6.675840217985607,0.6469057583779514,0.8257194449132166,1,2.293212412876884,6.128456322455609,0,0
343,24,Female,Hispanic,Low,Bachelor’s,0,1.84,Above Average,85,4,118,21,97.48010735168158,6,7.054088739734839,12.938566821964937,4.230903763268376,2,4.184339600772948,4.209091816040143,4,0
344,23,Female,White,Medium,High School,0,3.94,Average,75,4,14,13,66.45387084450161,9,9.370096995121438,11.085904230175135,10.34314775486397,0,8.014432687281142,7.9684006976894235,4,0
345,23,Female,Other,High,High School,0,3.91,Below Average,59,2,86,24,54.74353563375899,3,2.2483857471797455,13.336725615225863,13.600247079724388,2,5.387001860913857,5.91225837057025,4,0
346,23,Male,Hispanic,Low,Bachelor’s,0,1.91,Average,80,0,14,32,99.84244439297099,8,4.682175960879691,18.602811067751908,14.381973932861193,0,3.001598764459783,4.900004879724472,0,0
347,20,Female,Asian,Medium,High School,0,2.25,Below Average,82,0,69,24,63.39224602794569,1,2.505134731638914,13.74553223440863,0.38772995760110174,1,2.6718451717068548,9.666822232587444,2,0
348,23,Male,Asian,High,Master’s,0,1.75,Below Average,78,0,105,31,92.56289243498037,8,0.800921608802454,6.408998607495224,14.851308684491567,0,2.176140244488256,4.516561505887201,0,0
349,25,Female,Black,High,Master’s,1,2.18,Below Average,54,3,30,12,58.27703974115436,9,4.032305279474877,3.974733277403135,4.837458275350406,0,8.237298801341698,4.605498314176092,4,0
350,28,Other,Hispanic,High,PhD,0,3.54,Average,62,4,33,36,86.5676985888689,2,3.740807472882033,17.092724136373096,12.64434342352673,0,5.818603506846625,6.991951789547102,2,0
351,28,Female,Asian,Medium,High School,0,2.45,Average,50,4,27,5,76.2224697236126,1,2.7043411998218794,3.8866428654752117,2.7044319104517056,0,7.091571657014643,8.285307257099515,2,0
352,19,Male,White,High,PhD,0,1.72,Average,72,3,30,21,99.04532791450649,3,2.9699489113941646,3.232191611907278,0.9434738641028878,0,8.601204413974134,6.635934917726908,1,0
353,22,Male,Hispanic,Medium,Bachelor’s,0,2.36,Average,89,1,63,13,77.64151780461998,4,3.6041180635127814,4.132241613619517,5.675331360940313,0,9.868617025302163,7.287491998489856,3,0
354,18,Male,White,Low,High School,1,3.95,Average,52,3,19,24,51.250757594542705,1,9.888376327800936,10.176816962610136,12.883880827960395,1,2.4948358653078193,4.3563841170995,4,0
355,29,Female,White,Medium,High School,0,3.07,Average,52,0,33,36,80.1938994812044,0,7.8295776596728,2.483748863189137,3.3123737381672407,1,1.8090248745791293,5.315471528304338,3,0
356,18,Male,Asian,Medium,High School,0,2.54,Average,56,3,113,6,57.2658228168313,9,0.7140120108690695,18.762366611934045,2.309359886277633,2,4.619983427939484,2.7733157782116695,1,0
357,22,Male,Hispanic,Low,Bachelor’s,0,1.92,Average,85,0,94,36,89.92704576410435,4,8.724131764867018,19.325074144801793,13.647064934252857,0,0.350712794785325,7.122218416286712,3,0
358,29,Male,Other,Medium,Bachelor’s,0,3.97,Below Average,84,2,98,13,92.82840982449494,8,6.333033263986714,19.476037065659977,14.075058039321885,2,7.917178815635283,2.993067463840385,4,0
359,20,Female,Asian,Medium,High School,0,3.55,Below Average,64,0,69,34,74.10467593973571,4,8.905937601219092,0.7824960963943961,0.1882229878336339,1,8.837599988343822,1.0113111585443006,1,0
360,21,Female,Asian,Low,Bachelor’s,0,2.2,Average,89,4,66,24,89.16107285261492,9,3.417096871302282,18.923950529600635,10.911536061232225,1,6.860396987480284,9.40385907826076,3,0
361,20,Male,Hispanic,Medium,High School,0,1.68,Average,52,3,32,5,57.255536774080255,8,4.645188648117188,19.948298652348505,4.638116047939899,0,2.6799502456360935,3.754137170930984,0,1
362,18,Male,Hispanic,Medium,Bachelor’s,1,1.64,Below Average,78,0,31,9,74.6039093267823,9,8.962270573081083,18.84858218690974,5.620565549507844,0,1.2315547398879056,2.769688382194021,2,0
363,18,Female,White,Medium,High School,1,1.8,Below Average,79,1,77,39,69.69721323452923,5,2.725731359136815,13.418778115254122,7.036544624272349,2,3.8214418791988836,3.413320578691983,1,0
364,29,Female,Hispanic,Low,Master’s,0,2.95,Above Average,88,2,43,5,80.56586935265406,2,9.155008762454154,14.024603048170016,6.401864552617792,1,8.333356205052533,3.974029278567828,0,0
365,29,Female,White,Low,Master’s,0,3.82,Above Average,67,1,79,18,52.223859440158,3,8.284997121442693,2.445058797468953,7.724606774731578,2,3.4782780378611466,5.270917838033563,4,0
366,22,Male,Asian,Medium,Bachelor’s,0,2.74,Average,60,1,37,13,87.60614191243137,3,9.805579409092934,17.48594154149925,8.735425736100243,2,0.3425457362663997,1.6241650391673697,2,0
367,23,Female,Black,High,High School,0,3.61,Average,92,1,104,34,53.95646447373419,0,3.242575870163631,1.19279169257543,6.983932572568864,2,2.7428037622513193,1.4740584058490578,1,0
368,20,Female,Other,Low,High School,0,2.61,Average,98,2,108,28,82.82357587650824,2,2.357531800047834,6.354610932352795,10.523453107342762,0,9.899456100757233,3.6361968898426533,2,0
369,29,Female,Asian,Medium,Master’s,0,3.27,Above Average,87,2,48,8,50.92286127699721,2,3.3086689704572816,19.82303290296374,10.77902494263213,1,6.766687556658832,3.6618951807738624,1,0
370,26,Female,Hispanic,Low,High School,0,3.33,Above Average,89,2,51,18,91.59440318783648,0,9.546497959887352,8.446557582059906,6.6053879613929265,2,9.00854829977128,2.0588160503281157,1,0
371,22,Male,Other,Medium,High School,0,1.93,Below Average,50,2,32,29,58.73498151118906,8,3.3307329605294154,2.6231244793051745,2.1369472213066287,1,7.748652675011075,4.643124348884808,3,0
372,25,Male,Black,High,High School,0,2.4,Above Average,78,1,79,8,75.77487379884953,0,5.6521181995723815,19.385893240981602,9.60958381980184,1,5.397055153266307,3.5562580138250404,2,0
373,18,Female,Black,Medium,Bachelor’s,0,3.09,Below Average,59,4,89,29,63.07464518638097,8,4.036792825865142,19.682792940834723,11.594350685260634,2,1.486888723949803,1.234499975155631,2,0
374,22,Female,White,Low,Bachelor’s,0,1.68,Below Average,77,4,11,14,86.13236010305343,0,3.9622014448178087,3.7408537047742874,9.571642818059246,2,3.4864447835571766,8.971487023789997,0,0
375,20,Female,Other,Medium,Master’s,0,2.4,Average,80,2,33,39,66.06755500948606,1,1.933786098790552,17.296076174803417,8.820821487702235,0,5.837402252742222,8.974171162392313,4,0
376,29,Female,White,Low,High School,0,2.84,Average,68,3,26,11,86.23045967941586,1,5.3707954079759,7.808466523877835,3.441179868519095,1,8.70632348731992,2.882640276221266,0,0
377,18,Female,Asian,Medium,High School,0,3.99,Above Average,52,0,118,17,64.24356034177383,5,8.494042549672068,7.62736928973429,9.677055612288875,2,2.6867504586489965,2.465850053479131,3,0
378,21,Female,Other,Medium,Master’s,0,2.69,Below Average,85,3,74,8,87.623654546788,6,0.49485013553870805,5.253952637938033,5.022843218643179,2,1.2122686934022953,5.9256348791228355,1,0
379,22,Male,Asian,Low,Master’s,0,3.54,Average,92,3,79,18,51.530274816845214,0,8.892265936634216,0.8942054910979302,13.793382942199276,1,5.588323175548174,6.676781526832878,3,0
380,24,Female,White,Low,High School,0,2.58,Above Average,64,3,78,22,64.16556676869243,2,6.654729651372994,5.3601796737044705,9.805801391399712,2,1.7650122251805567,9.617883017023656,3,0
381,18,Male,Other,Medium,Bachelor’s,0,3.49,Above Average,82,4,118,12,74.93167532201394,1,6.167380805749029,1.0755381066610403,4.17269515062454,1,6.103617693219067,4.396136109758313,0,0
382,20,Male,White,High,High School,0,2.99,Below Average,90,0,69,36,52.25297909598628,7,6.259002329239922,18.487440927199266,7.093903640458952,2,2.63521442483732,6.563803085781025,1,0
383,19,Other,Other,High,Master’s,0,3.72,Average,92,3,59,31,59.30170306856393,8,2.962698359544694,13.23441344785457,12.698719138275665,1,2.309630043006247,8.903629412238786,4,0
384,26,Male,White,Low,High School,0,2.53,Average,94,2,102,27,96.72684908206017,1,4.151445038682877,17.73245300032783,5.031959267739713,2,3.9918076498889112,5.04958407202765,3,0
385,27,Male,Black,Medium,Master’s,0,3.01,Below Average,75,4,21,11,98.84171325900945,1,7.992900059042146,14.345813629411413,7.881608552285717,2,5.931917575579458,2.101111760415934,4,0
386,23,Male,White,Medium,Bachelor’s,0,3.08,Above Average,65,2,112,16,86.98749736952428,9,3.063810369362896,2.625737421652785,10.195049598772838,0,5.45317672949313,4.397025572469768,1,0
387,27,Female,Black,Medium,Bachelor’s,1,2.54,Above Average,85,2,56,29,62.61000253084564,8,4.700202095726968,18.811630734705957,11.317940082401124,1,2.4473447723498056,2.2291023403297037,1,0
388,20,Male,White,Medium,High School,1,1.86,Below Average,82,3,76,7,63.02587227179845,3,0.19632271387653333,17.99786107265534,2.608382625971173,0,8.911166744533762,1.1497551778175525,0,1
389,25,Male,Other,High,Bachelor’s,0,1.73,Below Average,69,2,74,30,82.28951788975365,4,7.335583529355066,6.9615215580207135,8.477284570159336,2,1.0988196973520103,7.763977507141236,2,0
390,25,Male,Other,High,Bachelor’s,0,1.54,Below Average,62,0,36,8,55.879980829935086,8,4.177021766786057,2.23066680703353,13.68299850744302,1,0.394675630743353,3.1458133044582,0,0
391,19,Male,Other,Medium,High School,0,3.68,Above Average,82,2,57,19,97.41546902151833,5,5.253587684736037,14.083095015777475,14.525396722645409,1,6.027062694061975,1.0180634125507664,4,0
